Anno;Codice Regione;Descrizione Regione;Codice Azienda;Codice struttura;Denominazione struttura;Indirizzo;Codice Comune;Comune;Sigla provincia;Codice tipo struttura;Descrizione tipo struttura
2012;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;Piazzale Stefani, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2012;5;VENETO               ;952;50952;I.R.C.C.S. ISTITUTO ONCOLOGICO VENETO;via gattamelata, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2013;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA DI PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2013;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;Piazzale Stefani, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2013;5;VENETO               ;952;50952;I.R.C.C.S. ISTITUTO ONCOLOGICO VENETO;via gattamelata, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2014;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA DI PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2014;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;Piazzale Stefani, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2014;5;VENETO               ;952;50952;I.R.C.C.S. ISTITUTO ONCOLOGICO VENETO;via gattamelata, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2015;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA DI PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2015;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;Piazzale Stefani, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2015;5;VENETO               ;952;50952;I.R.C.C.S. ISTITUTO ONCOLOGICO VENETO;via gattamelata, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2016;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA DI PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2016;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;Piazzale Stefani, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2016;5;VENETO               ;952;50952;I.R.C.C.S. ISTITUTO ONCOLOGICO VENETO;via gattamelata, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2017;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2017;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;PIAZZALE STEFANI, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2017;5;VENETO               ;952;50952;IOV;VIA GATTAMELATA, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2018;5;VENETO               ;901;50901;AZIENDA OSPEDALIERA PADOVA;VIA GIUSTINIANI, 1;28060;PADOVA                                  ;PD;0;Azienda Ospedaliera
2018;5;VENETO               ;912;50912;AZ.OSP.UNIVERSITARIA INTEGRATA VERONA;PIAZZALE STEFANI, 1;23091;VERONA                                  ;VR;2.2;Azienda Ospedaliera integrata con l'Università
2018;5;VENETO               ;952;50952;IOV;VIA GATTAMELATA, 64;28060;PADOVA                                  ;PD;3.1;IRCCS pubblico
2011;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2011;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2011;6;FRIULI VENEZIA GIULIA;912;60912;AZIENDA OSPEDALIERA 'S. MARIA DEGLI ANGE;VIA MONTEREALE 24;93033;PORDENONE                               ;PN;0;Azienda Ospedaliera
2011;6;FRIULI VENEZIA GIULIA;913;60913;AZ.OSP.UNIV. OSPEDALI RIUNITI DI TRIESTE;VIA FARNETO N. 3;32006;TRIESTE                                 ;TS;2.2;Azienda Ospedaliera integrata con l'Università
2011;6;FRIULI VENEZIA GIULIA;916;60916;AZIENDA OSPEDALIERO-UNIVERSITARIA;P.LE S.MARIA DELLA MISERICORDIA 15;30129;UDINE                                   ;UD;2.2;Azienda Ospedaliera integrata con l'Università
2012;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2012;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2012;6;FRIULI VENEZIA GIULIA;912;60912;AZIENDA OSPEDALIERA 'S. MARIA DEGLI ANGE;VIA MONTEREALE 24;93033;PORDENONE                               ;PN;0;Azienda Ospedaliera
2012;6;FRIULI VENEZIA GIULIA;913;60913;AZ.OSP.UNIV. OSPEDALI RIUNITI DI TRIESTE;VIA FARNETO N. 3;32006;TRIESTE                                 ;TS;2.2;Azienda Ospedaliera integrata con l'Università
2012;6;FRIULI VENEZIA GIULIA;916;60916;AZIENDA OSPEDALIERO-UNIVERSITARIA;P.LE S.MARIA DELLA MISERICORDIA 15;30129;UDINE                                   ;UD;2.2;Azienda Ospedaliera integrata con l'Università
2013;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2013;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2013;6;FRIULI VENEZIA GIULIA;912;60912;AZIENDA OSPEDALIERA 'S. MARIA DEGLI ANGE;VIA MONTEREALE 24;93033;PORDENONE                               ;PN;0;Azienda Ospedaliera
2013;6;FRIULI VENEZIA GIULIA;913;60913;AZ.OSP.UNIV. OSPEDALI RIUNITI DI TRIESTE;VIA FARNETO N. 3;32006;TRIESTE                                 ;TS;2.2;Azienda Ospedaliera integrata con l'Università
2013;6;FRIULI VENEZIA GIULIA;916;60916;AZIENDA OSPEDALIERO-UNIVERSITARIA;P.LE S.MARIA DELLA MISERICORDIA 15;30129;UDINE                                   ;UD;2.2;Azienda Ospedaliera integrata con l'Università
2014;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2014;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2014;6;FRIULI VENEZIA GIULIA;912;60912;AZIENDA OSPEDALIERA 'S. MARIA DEGLI ANGE;VIA MONTEREALE 24;93033;PORDENONE                               ;PN;0;Azienda Ospedaliera
2014;6;FRIULI VENEZIA GIULIA;913;60913;AZ.OSP.UNIV. OSPEDALI RIUNITI DI TRIESTE;VIA FARNETO N. 3;32006;TRIESTE                                 ;TS;2.2;Azienda Ospedaliera integrata con l'Università
2014;6;FRIULI VENEZIA GIULIA;916;60916;AZIENDA OSPEDALIERO-UNIVERSITARIA;P.LE S.MARIA DELLA MISERICORDIA 15;30129;UDINE                                   ;UD;2.2;Azienda Ospedaliera integrata con l'Università
2015;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2015;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2015;6;FRIULI VENEZIA GIULIA;913;60913;AZ.OSP.UNIV. OSPEDALI RIUNITI DI TRIESTE;VIA FARNETO N. 3;32006;TRIESTE                                 ;TS;2.2;Azienda Ospedaliera integrata con l'Università
2015;6;FRIULI VENEZIA GIULIA;916;60916;AZIENDA OSPEDALIERO-UNIVERSITARIA;P.LE S.MARIA DELLA MISERICORDIA 15;30129;UDINE                                   ;UD;2.2;Azienda Ospedaliera integrata con l'Università
2016;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2016;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2016;6;FRIULI VENEZIA GIULIA;913;60913;AZ.OSP.UNIV. OSPEDALI RIUNITI DI TRIESTE;VIA FARNETO N. 3;32006;TRIESTE                                 ;TS;2.2;Azienda Ospedaliera integrata con l'Università
2016;6;FRIULI VENEZIA GIULIA;916;60916;AZIENDA OSPEDALIERO-UNIVERSITARIA;P.LE S.MARIA DELLA MISERICORDIA 15;30129;UDINE                                   ;UD;2.2;Azienda Ospedaliera integrata con l'Università
2017;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2017;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2018;6;FRIULI VENEZIA GIULIA;901;60901;I.R.C.C.S.  BURLO GAROFOLO;VIA DELL`ISTRIA 65/1;32006;TRIESTE                                 ;TS;3.1;IRCCS pubblico
2018;6;FRIULI VENEZIA GIULIA;902;60902;CENTRO  RIFERIMENTO ONCOLOGICO;VIA FRANCO GALLINI N. 2;93004;AVIANO                                  ;PN;3.1;IRCCS pubblico
2011;7;LIGURIA              ;930;70930;AZ. OSPEDAL. UNIVERSITARIA SAN MARTINO;L.GO R.BENZI 10;10025;GENOVA                                  ;GE;0;Azienda Ospedaliera
2011;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI                          ;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2011;7;LIGURIA              ;950;70950;ISTITUTO NAZ. PER LA RICERCA SUL CANCRO;P.LE R. BENZI, 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2012;7;LIGURIA              ;901;70901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2012;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI                          ;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2013;7;LIGURIA              ;901;70901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2013;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI                          ;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2014;7;LIGURIA              ;901;70901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2014;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI                          ;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2015;7;LIGURIA              ;901;70901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2015;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI                          ;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2016;7;LIGURIA              ;901;70901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2016;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI                          ;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2017;7;LIGURIA              ;901;70901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2017;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2018;7;LIGURIA              ;901;70901;IRCCS AOU S.MARTINO - IST;Largo Rosanna Benzi n. 10;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2018;7;LIGURIA              ;940;70940;IST.G.GASLINI;VIA G. GASLINI;10025;GENOVA                                  ;GE;3.1;IRCCS pubblico
2011;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2011;8;EMILIA ROMAGNA       ;903;80903;AZIENDA OSPEDALIERA DI REGGIO EMILIA    ;VIALE RISORGIMENTO N 80;35033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2011;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2011;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2011;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;CORSO GIOVECCA, 203;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2011;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2012;8;EMILIA ROMAGNA       ;105;80153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2012;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2012;8;EMILIA ROMAGNA       ;903;80903;AZIENDA OSPEDALIERA DI REGGIO EMILIA    ;VIALE RISORGIMENTO N 80;35033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2012;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2012;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2012;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO, 8;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2012;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2013;8;EMILIA ROMAGNA       ;105;80153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2013;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2013;8;EMILIA ROMAGNA       ;903;80903;AZIENDA OSPEDALIERA DI REGGIO EMILIA    ;VIALE RISORGIMENTO N 80;35033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2013;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2013;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2013;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO, 8;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2013;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2014;8;EMILIA ROMAGNA       ;105;80153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2014;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2014;8;EMILIA ROMAGNA       ;903;80903;AZIENDA OSPEDALIERA DI REGGIO EMILIA    ;VIALE RISORGIMENTO N 80;35033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2014;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2014;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2014;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO, 8;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2014;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2015;8;EMILIA ROMAGNA       ;105;80153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2015;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2015;8;EMILIA ROMAGNA       ;903;80903;AZIENDA OSPEDALIERA DI REGGIO EMILIA    ;VIALE RISORGIMENTO N 80;35033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2015;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2015;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2015;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO, 8;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2015;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2016;8;EMILIA ROMAGNA       ;105;80153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2016;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2016;8;EMILIA ROMAGNA       ;903;80903;AZIENDA OSPEDALIERA DI REGGIO EMILIA    ;VIALE RISORGIMENTO N 80;35033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2016;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2016;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA GIUSEPPE MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2016;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO, 8;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2016;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2017;8;EMILIA ROMAGNA       ;105;80153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2017;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2017;8;EMILIA ROMAGNA       ;903;80903;AZIENDA OSPEDALIERA DI REGGIO EMILIA;VIALE RISORGIMENTO N 80;35033;REGGIO NELL'EMILIA                      ;RE;0;Azienda Ospedaliera
2017;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2017;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA GIUSEPPE MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2017;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO 8;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2017;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2018;8;EMILIA ROMAGNA       ;105;80153;ISTITUTO DELLE SCIENZE NEUROLOGICHE DI B;VIA ALTURA 3;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2018;8;EMILIA ROMAGNA       ;902;80902;AZIENDA OSPEDALIERO-UNIVERSITARIA DI PAR;VIA GRAMSCI, 14;34027;PARMA                                   ;PR;2.2;Azienda Ospedaliera integrata con l'Università
2018;8;EMILIA ROMAGNA       ;904;80904;AZIENDA OSPEDALIERO-UNIVERSITARIA DI MOD;VIA DEL POZZO, 71;36023;MODENA                                  ;MO;2.2;Azienda Ospedaliera integrata con l'Università
2018;8;EMILIA ROMAGNA       ;908;80908;AZIENDA OSPEDALIERO-UNIVERSITARIA DI BOL;VIA GIUSEPPE MASSARENTI 9;37006;BOLOGNA                                 ;BO;2.2;Azienda Ospedaliera integrata con l'Università
2018;8;EMILIA ROMAGNA       ;909;80909;AZIENDA OSPEDALIERO-UNIVERSITARIA DI FER;VIA ALDO MORO 8;38008;FERRARA                                 ;FE;2.2;Azienda Ospedaliera integrata con l'Università
2018;8;EMILIA ROMAGNA       ;960;80960;ISTITUTO ORTOPEDICO RIZZOLI             ;VIA PUPILLI 1;37006;BOLOGNA                                 ;BO;3.1;IRCCS pubblico
2011;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2011;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2011;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2011;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2012;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2012;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2012;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2012;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2013;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2013;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2013;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2013;9;TOSCANA              ;904;90904;AZIENDA OSPEDALIERA MEYER               ;VIALE PIERACCINI 24;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
2014;9;TOSCANA              ;901;90901;AZIENDA OSPEDALIERO-UNIVERSITARIA PISANA;VIA ROMA 67;50026;PISA                                    ;PI;2.2;Azienda Ospedaliera integrata con l'Università
2014;9;TOSCANA              ;902;90902;AZIENDA OSPEDALIERA UNIVERSITARIA SENESE;V.LE BRACCI - LOC.LE SCOTTE             ;52032;SIENA                                   ;SI;2.2;Azienda Ospedaliera integrata con l'Università
2014;9;TOSCANA              ;903;90903;AZ. OSPEDALIERO - UNIVERSITARIA CAREGGI ;LARGO BRAMBILLA, 3;48017;FIRENZE                                 ;FI;2.2;Azienda Ospedaliera integrata con l'Università
