Country,Air Quality Network,Air Quality Network Name,Air Quality Station EoI Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Air Pollutant Description,Data Aggregation Process Id,Data Aggregation Process,Year,Air Pollution Level,Unit Of Air Pollution Level,Data Coverage,Verification,Air Quality Station Type,Air Quality Station Area,Longitude,Latitude,Altitude,City,City Code,City Population,Source Of Data Flow,Calculation Time,Link to raw data (only E1a/validated data from AQ e-Reporting)
"Italy","NET.IT082A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Milano","IT1034A","MEDA","SPO.IT1034A_5_BETA_1998-02-05_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.149","ug/m3","90.68","1","Traffic","Urban","9.1569","45.6608","221.0","Milano (greater city)                                                           ","IT002K1                                           ","3622641","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1034A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT108A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Como","IT2007A","ERBA- Via Battisti","SPO.IT2007A_5_BETA_2010-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.681","ug/m3","99.18","1","Background","Urban","9.2228","45.8094","323.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2007A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT114A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Sondrio","IT0908A","BORMIO","SPO.IT0908A_5_BETA_2003-04-10_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","11.505","ug/m3","99.18","1","Background","Urban","10.3725","46.4703","1225.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0908A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT1176A","L.GO PERESTRELLO","SPO.IT1176A_5_nephelometry_beta_2005-04-28_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","28.695","ug/m3","97.81","1","Background","Urban","12.5417","41.8861","28.0","Roma                                                                            ","IT001C1                                           ","2808293","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1176A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT137A","RETE DI RILEVAMENTO DELLA QUALITA' DELL'ARIA DELLA CITTA' DI PESCARA","IT1423A","PE - TEATRO D'ANNUNZIO","SPO.IT1423A_5_BETA_1999-04-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","24.193","ug/m3","95.07","1","Background","Urban","14.2347","42.4564","4.0","Pescara                                                                         ","IT019C1                                           ","119862","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1423A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2283A","Ottati Alburni","SPO.IT2283A_5_BETA_2019-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","9.299","ug/m3","48.22","1","Background","Rural","15.2987","40.4706","","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2283A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT092A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Brescia","IT0594A","BRESCIA - BROLETTO","SPO.IT0594A_5_BETA_2000-06-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.138","ug/m3","93.15","1","Traffic","Urban","10.2236","45.5408","149.0","Brescia                                                                         ","IT029C1                                           ","196340","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0594A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT133A","MONITORING NETWORK OF REGIONE BASILICATA","IT2290A","GuardiaPerticara 1","SPO.IT2290A_5_BETA_2018-02-18_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","19.603","ug/m3","14.34","1","Industrial","Rural","16.0975","40.3640","","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2290A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT223A","REGIONE PUGLIA","IT1658A","TORCHIAROLO","SPO.IT1658A_5_BETA_2005-03-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","28.041","ug/m3","96.44","1","Industrial","Suburban","18.0536","40.4881","10.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1658A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT074A","URBAN MONITORING NETWORK OF SIRACUSA","IT1566A","SR - Teracati","SPO.IT1566A_5_BETA_2002-07-20_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.940","ug/m3","7.12","1","Traffic","Urban","15.2817","37.0790","40.0","Siracusa                                                                        ","IT509C1                                           ","119056","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1566A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT099A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Mantova","IT1868A","MANTOVA SANT'AGNESE","SPO.IT1868A_5_BETA_2004-12-27_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.661","ug/m3","95.62","1","Background","Urban","10.7956","45.1606","22.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1868A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT082A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Milano","IT0705A","MILANO - VERZIERE","SPO.IT0705A_5_BETA_2001-11-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.457","ug/m3","91.78","1","Traffic","Urban","9.1958","45.4628","122.0","Milano (greater city)                                                           ","IT002K1                                           ","3622641","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0705A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT085A","PROVINCIAL MONITORING NETWORK OF BOLZANO","IT0508A","BR1 Brunico","SPO.IT0508A_5_BETA_2001-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","12.438","ug/m3","99.19","1","Background","Urban","11.9440","46.7973","830.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0508A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT0953A","VILLA ADA","SPO.IT0953A_5_BETA_1997-10-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.446","ug/m3","98.90","1","Background","Urban","12.5069","41.9328","50.0","Roma                                                                            ","IT001C1                                           ","2808293","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0953A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT2254A","Allumiere Aldo Moro","SPO.IT2254A_5_BETA_2016-06-14_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","14.994","ug/m3","93.97","1","Background","Rural","11.9000","42.1610","","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2254A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT099A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Mantova","IT1865A","SCHIVENOGLIA","SPO.IT1865A_5_BETA_2007-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.366","ug/m3","93.15","1","Background","Rural","11.0708","44.9969","16.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1865A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT082A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Milano","IT0477A","MILANO - V.LE MARCHE","SPO.IT0477A_5_BETA_2018-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","35.254","ug/m3","99.73","1","Traffic","Urban","9.1914","45.4956","122.0","Milano (greater city)                                                           ","IT002K1                                           ","3622641","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0477A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT101A","PROVINCIA DI GENOVA","IT0852A","MULTEDO - PEGLI - GENOVA","SPO.IT0852A_5_BETA_2019-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.012","ug/m3","92.08","1","Traffic","Urban","8.8261","44.4256","20.0","Genova                                                                          ","IT006C1                                           ","565752","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0852A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT109A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Cremona","IT0840A","SORESINA","SPO.IT0840A_5_BETA_2000-02-03_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","36.434","ug/m3","93.42","1","Traffic","Suburban","9.8642","45.2847","70.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0840A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT0957A","TENUTA DEL CAVALIERE","SPO.IT0957A_5_BETA_2010-06-08_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.272","ug/m3","92.60","1","Background","Suburban","12.6592","41.9314","56.0","Roma                                                                            ","IT001C1                                           ","2808293","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0957A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT101A","PROVINCIA DI GENOVA","IT1943A","VIA ASSAROTTI - CHIAVARI","SPO.IT1943A_5_TEOM_2014-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","17.157","ug/m3","91.28","1","Traffic","Urban","9.3236","44.3149","4.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1943A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT082A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Milano","IT1692A","MILANO PASCAL CITTà STUDI","SPO.IT1692A_5_BETA_2007-04-21_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","29.375","ug/m3","93.42","1","Background","Urban","9.2358","45.4783","122.0","Milano (greater city)                                                           ","IT002K1                                           ","3622641","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1692A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT250A","RETE REGIONALE DI RILEVAMENTO DELLA QUALITÀ DELL'ARIA DI ARPA SICILIA","IT1898A","Trapani","SPO.IT1898A_5_BETA_2008-09-16_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","20.648","ug/m3","98.90","1","Background","Urban","12.5469","38.0124","40.0","Trapani                                                                         ","IT522C1                                           ","65841","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1898A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1487A","CE52 SCUOLA DE AMICIS","SPO.IT1487A_5_BETA_2015-07-31_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","33.124","ug/m3","97.53","1","Traffic","Urban","14.3312","41.0780","68.0","Caserta                                                                         ","IT021C1                                           ","73984","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1487A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2268A","Battipaglia parco fiume","SPO.IT2268A_5_BETA_2016-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","23.886","ug/m3","94.52","1","Background","Urban","14.9758","40.6111","70.0","Battipaglia                                                                     ","IT064C1                                           ","50411","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2268A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT128A","Air Quality Monitoring Network of Palermo","IT1079A","PA- Castelnuovo","SPO.IT1079A_5_BETA_1996-08-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","33.214","ug/m3","11.51","1","Traffic","Urban","13.3542","38.1244","17.0","Palermo                                                                         ","IT005C1                                           ","647422","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1079A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT1493A","NA09 I.T.I.S. ARGINE","SPO.IT1493A_5_BETA_2016-03-09_17:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.491","ug/m3","89.16","1","Traffic","Suburban","14.3411","40.8643","33.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1493A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2218A","San Felice a Cancello Complesso scolastico","SPO.IT2218A_5_BETA_2015-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","31.132","ug/m3","95.34","1","Traffic","Suburban","14.4240","40.9905","39.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2218A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT255A","RETE REGIONALE DI QUALITÀ DELL'ARIA DELLA REGIONE EMILIA-ROMAGNA","IT1670A","FRANCHINI ANGELONI","SPO.IT1670A_5_BETA_2005-01-19_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","25.053","ug/m3","97.53","1","Background","Urban","12.2392","44.1392","37.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1670A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT112A","Regione Lazio","IT2250A","Fiumaretta","SPO.IT2250A_5_BETA_2016-05-11_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","18.864","ug/m3","98.90","1","Traffic","Urban","11.7844","42.1022","3.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2250A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT099A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Mantova","IT1392A","BORGOFRANCO","SPO.IT1392A_5_BETA_2007-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","30.442","ug/m3","93.15","1","Background","Rural","11.2044","45.0514","14.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1392A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT092A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Brescia","IT0846A","REZZATO","SPO.IT0846A_5_BETA_2002-11-18_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","37.240","ug/m3","92.05","1","Industrial","Suburban","10.3131","45.5047","147.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0846A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT236A","RETE SIMAGE BRINDISI","IT1704A","brindisi SISRI","SPO.IT1704A_5_BETA_2004-05-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","16.205","ug/m3","94.45","1","Industrial","Suburban","17.9781","40.6203","10.0","Brindisi                                                                        ","IT521C1                                           ","84465","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1704A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT280A","RETE MONITORAGGIO ARIA REGIONE SARDEGNA","IT2049A","CENAS9","SPO.IT2049A_5_BETA_2011-10-05_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.220","ug/m3","92.88","1","Background","Urban","9.0114","39.2864","5.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2049A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT116A","MONITORAGGIO AMBIENTALE DELLA REGIONE CAMPANIA A CURA DELL'A.R.P.A.C.","IT2270A","Portici parco reggia","SPO.IT2270A_5_BETA_2016-07-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","28.217","ug/m3","86.85","1","Background","Urban","14.3493","40.8159","75.0","Napoli (greater city)                                                           ","IT003K1                                           ","2855958","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2270A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT091A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Bergamo","IT2062A","DALMiNE - Via Verdi","SPO.IT2062A_5_BETA_2010-02-26_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","28.796","ug/m3","85.48","1","Traffic","Urban","9.6147","45.6439","207.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT2062A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT110A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Varese","IT1459A","BUSTO ARSIZIO - ACCAM","SPO.IT1459A_5_BETA_1999-02-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","22.699","ug/m3","97.26","1","Background","Suburban","8.8345","45.5829","206.0","Milano (greater city)                                                           ","IT002K1                                           ","3622641","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1459A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT223A","REGIONE PUGLIA","IT1610A","taranto SAN VITO","SPO.IT1610A_5_BETA_2009-01-01_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","21.158","ug/m3","93.42","1","Background","Urban","17.2253","40.4233","10.0","Taranto                                                                         ","IT022C1                                           ","191050","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT1610A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
"Italy","NET.IT109A","Rete di Rilevamento della Qualità dell'Aria della Provincia di Cremona","IT0839A","CREMA","SPO.IT0839A_5_BETA_2007-09-25_00:00:00","PM10","Particulate matter < 10 µm (aerosol)","P1Y","Annual mean / 1 calendar year","2019","33.566","ug/m3","98.63","1","Background","Suburban","9.7050","45.3672","79.0","","","","E1a/validated data AQ e-Reporting","06/03/2022 06:58:35","http://fme.discomap.eea.europa.eu/fmedatastreaming/AirQualityDownload/AQData_Extract.fmw?CountryCode=IT&CityName=&Pollutant=5&Year_from=2019&Year_to=2019&Station=STA.IT0839A&Samplingpoint=&Source=E1a&Output=HTML&UpdateDate="
